ts,client,client_ip,query,type,response,rcode,latency_ms
2026-03-10T20:18:38.014Z,SALES-WS22,10.42.7.97,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,12
2026-03-10T20:18:38.854Z,SALES-WS14,10.42.7.61,brew.sh,A,185.199.108.153,NOERROR,3
2026-03-10T20:18:58.473Z,RSCH-JUP-03,10.55.72.9,cdn.slack.com,A,18.160.10.14,NOERROR,18
2026-03-10T20:19:04.318Z,HR-WS09,10.31.9.44,apple.com,A,17.253.144.10,NOERROR,16
2026-03-10T20:20:30.031Z,FIN-WS33,10.24.18.84,github.com,A,140.82.113.4,NOERROR,6
2026-03-10T20:20:43.412Z,MAC-DEV-17,10.88.44.17,outlook.office.com,A,40.97.153.18,NOERROR,48
2026-03-10T20:21:07.483Z,HR-WS17,10.31.9.76,gist.githubusercontent.com,A,185.199.108.133,NOERROR,4
2026-03-10T20:21:42.125Z,RSCH-JUP-03,10.55.72.9,objects.githubusercontent.com,A,185.199.108.133,NOERROR,34
2026-03-10T20:22:28.089Z,RSCH-JUP-03,10.55.72.9,crl.microsoft.com,A,23.53.35.18,NOERROR,2
2026-03-10T20:23:29.804Z,FIN-WS27,10.24.18.61,api.zoom.us,A,170.114.10.12,NOERROR,16
2026-03-10T20:24:19.360Z,MAC-OPS-02,10.88.44.53,docker.io,A,44.208.254.194,NOERROR,6
2026-03-10T20:25:14.034Z,OPS-WS05,10.8.12.55,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,12
2026-03-10T20:27:24.356Z,MAC-DEV-06,10.88.44.75,upload.box.com,A,74.112.186.55,NOERROR,7
2026-03-10T20:27:29.584Z,OPS-WS12,10.8.12.68,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,7
2026-03-10T20:27:51.351Z,OPS-WS12,10.8.12.68,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,2
2026-03-10T20:27:51.603Z,FIN-WS27,10.24.18.61,login.microsoftonline.com,A,20.190.128.25,NOERROR,3
2026-03-10T20:27:55.884Z,FIN-WS29,10.24.18.92,outlook.office.com,A,40.97.153.34,NOERROR,13
2026-03-10T20:28:04.825Z,SALES-WS22,10.42.7.97,docker.io,A,34.194.164.123,NOERROR,7
2026-03-10T20:28:40.805Z,MAC-DEV-12,10.88.44.64,raw.githubusercontent.com,A,185.199.109.133,NOERROR,3
2026-03-10T20:29:06.101Z,FIN-WS31,10.24.18.52,api.box.com,A,74.112.186.145,NOERROR,4
2026-03-10T20:29:18.905Z,SALES-WS14,10.42.7.61,docs.google.com,A,142.250.72.78,NOERROR,16
2026-03-10T20:29:37.609Z,MAC-DESIGN-03,10.88.44.86,slack.com,A,34.120.177.193,NOERROR,9
2026-03-10T20:29:57.332Z,RSCH-JUP-04,10.55.72.10,upload.box.com,A,74.112.186.55,NOERROR,2
2026-03-10T20:29:58.069Z,MAC-DEV-17,10.88.44.17,slack.com,A,34.120.177.193,NOERROR,2
2026-03-10T20:30:10.946Z,SALES-WS08,10.42.7.72,graph.microsoft.com,A,20.190.128.11,NOERROR,32
2026-03-10T20:30:29.774Z,BLD-RUN-03,10.8.4.20,sharepoint.com,A,13.107.136.10,NOERROR,29
2026-03-10T20:31:21.333Z,RSCH-JUP-04,10.55.72.10,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,6
2026-03-10T20:31:21.416Z,MAC-DEV-12,10.88.44.64,api.zoom.us,A,170.114.10.11,NOERROR,22
2026-03-10T20:32:08.497Z,BLD-RUN-03,10.8.4.20,cdn.slack.com,A,18.160.10.83,NOERROR,20
2026-03-10T20:32:52.738Z,FIN-WS18,10.24.18.73,registry.npmjs.org,A,104.16.24.34,NOERROR,3
2026-03-10T20:33:37.126Z,FIN-WS18,10.24.18.73,brew.sh,A,185.199.108.153,NOERROR,53
2026-03-10T20:33:38.423Z,FIN-WS22,10.24.18.41,ocsp.digicert.com,A,93.184.220.30,NOERROR,3
2026-03-10T20:33:45.123Z,RSCH-JUP-03,10.55.72.9,login.salesforce.com,A,13.110.12.8,NOERROR,8
2026-03-10T20:33:48.101Z,HR-WS09,10.31.9.44,api.statuspage.io,A,104.192.143.25,NOERROR,35
2026-03-10T20:34:01.401Z,FIN-WS22,10.24.18.41,console.aws.amazon.com,A,54.239.28.86,NOERROR,5
2026-03-10T20:35:01.986Z,FIN-WS29,10.24.18.92,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,23
2026-03-10T20:35:40.391Z,MAC-DEV-17,10.88.44.17,registry-1.docker.io,A,34.194.164.123,NOERROR,5
2026-03-10T20:37:37.502Z,MAC-DEV-14,10.88.44.108,pypi.org,A,151.101.0.223,NOERROR,3
2026-03-10T20:39:03.250Z,MAC-DESIGN-03,10.88.44.86,brew.sh,A,185.199.109.153,NOERROR,25
2026-03-10T20:40:02.026Z,MAC-DEV-19,10.88.44.119,docker.io,A,44.208.254.194,NOERROR,6
2026-03-10T20:40:10.878Z,MAC-DESIGN-03,10.88.44.86,pypi.org,A,151.101.0.223,NOERROR,8
2026-03-10T20:40:50.600Z,SALES-WS19,10.42.7.86,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,8
2026-03-10T20:41:07.590Z,FIN-WS18,10.24.18.73,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,4
2026-03-10T20:41:23.006Z,RSCH-JUP-04,10.55.72.10,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,18
2026-03-10T20:41:53.652Z,MAC-DEV-04,10.88.44.31,graph.microsoft.com,A,20.190.128.12,NOERROR,12
2026-03-10T20:42:00.200Z,HR-WS17,10.31.9.76,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,7
2026-03-10T20:43:25.714Z,RSCH-JUP-04,10.55.72.10,docs.aws.amazon.com,A,18.160.18.12,NOERROR,4
2026-03-10T20:43:51.086Z,FIN-WS22,10.24.18.41,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,5
2026-03-10T20:44:06.545Z,FIN-WS27,10.24.18.61,api.zoom.us,A,170.114.10.12,NOERROR,23
2026-03-10T20:44:21.519Z,MAC-OPS-02,10.88.44.53,api.github.com,A,140.82.113.5,NOERROR,10
2026-03-10T20:44:22.393Z,SALES-WS19,10.42.7.86,api.github.com,A,140.82.113.5,NOERROR,17
2026-03-10T20:44:30.224Z,SEC-JUMP-01,10.3.8.12,windowsupdate.com,A,13.107.5.50,NOERROR,35
2026-03-10T20:44:35.384Z,FIN-WS29,10.24.18.92,apple.com,A,17.253.144.11,NOERROR,9
2026-03-10T20:44:59.418Z,FIN-WS24,10.24.18.116,api.zoom.us,A,170.114.10.11,NOERROR,72
2026-03-10T20:46:53.849Z,HR-WS17,10.31.9.76,portal.office.com,A,13.107.6.171,NOERROR,16
2026-03-10T20:47:39.242Z,BLD-RUN-02,10.8.4.19,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,23
2026-03-10T20:48:41.638Z,BLD-RUN-03,10.8.4.20,crl.microsoft.com,A,23.53.35.17,NOERROR,5
2026-03-10T20:48:46.744Z,FIN-WS27,10.24.18.61,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,12
2026-03-10T20:49:39.189Z,SALES-WS22,10.42.7.97,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,11
2026-03-10T20:49:52.799Z,FIN-WS31,10.24.18.52,atlassian.net,A,104.192.142.18,NOERROR,4
2026-03-10T20:50:10.982Z,FIN-WS27,10.24.18.61,slack.com,A,34.120.177.193,NOERROR,14
2026-03-10T20:50:53.037Z,BLD-RUN-03,10.8.4.20,jenkins-retired.corp.halcyonmeridian.com,A,-,NXDOMAIN,84
2026-03-10T20:52:35.259Z,FIN-WS22,10.24.18.41,docs.google.com,A,142.250.72.78,NOERROR,3
2026-03-10T20:52:49.405Z,MAC-DEV-12,10.88.44.64,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,9
2026-03-10T20:53:02.240Z,SALES-WS14,10.42.7.61,upload.box.com,A,74.112.186.65,NOERROR,3
2026-03-10T20:53:13.950Z,HR-WS17,10.31.9.76,drive.google.com,A,142.250.72.14,NOERROR,14
2026-03-10T20:54:02.867Z,SALES-WS08,10.42.7.72,atlassian.net,A,104.192.143.18,NOERROR,8
2026-03-10T20:54:25.045Z,RSCH-JUP-03,10.55.72.9,registry-1.docker.io,A,34.194.164.123,NOERROR,17
2026-03-10T20:54:27.127Z,OPS-WS12,10.8.12.68,proxy-autoconfig.corp.halcyonmeridian.com,A,-,SERVFAIL,20
2026-03-10T20:54:55.965Z,FIN-WS18,10.24.18.73,swcdn.apple.com,A,17.253.144.20,NOERROR,37
2026-03-10T20:55:49.728Z,HR-WS09,10.31.9.44,github.com,A,140.82.113.4,NOERROR,11
2026-03-10T20:56:18.965Z,HR-WS11,10.31.9.58,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,6
2026-03-10T20:56:27.339Z,FIN-WS27,10.24.18.61,upload.box.com,A,74.112.186.65,NOERROR,7
2026-03-10T20:57:00.050Z,SALES-WS08,10.42.7.72,apple.com,A,17.253.144.11,NOERROR,21
2026-03-10T20:57:32.816Z,BLD-RUN-02,10.8.4.19,api.github.com,A,140.82.112.5,NOERROR,8
2026-03-10T20:58:48.605Z,SALES-WS08,10.42.7.72,teams.microsoft.com,A,52.113.194.133,NOERROR,38
2026-03-10T20:58:59.927Z,MAC-DEV-12,10.88.44.64,windowsupdate.com,A,13.107.5.50,NOERROR,5
2026-03-10T21:01:55.655Z,SALES-WS08,10.42.7.72,sharepoint.com,A,13.107.137.10,NOERROR,5
2026-03-10T21:02:05.182Z,SALES-WS08,10.42.7.72,apple.com,A,17.253.144.11,NOERROR,4
2026-03-10T21:02:39.188Z,FIN-WS27,10.24.18.61,raw.githubusercontent.com,A,185.199.108.133,NOERROR,16
2026-03-10T21:03:04.294Z,SALES-WS22,10.42.7.97,api.zoom.us,A,170.114.10.12,NOERROR,14
2026-03-10T21:04:35.677Z,HR-WS11,10.31.9.58,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,3
2026-03-10T21:05:17.393Z,MAC-DEV-09,10.88.44.42,outlook.office.com,A,40.97.153.34,NOERROR,7
2026-03-10T21:05:26.454Z,RSCH-JUP-04,10.55.72.10,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,14
2026-03-10T21:05:35.486Z,BLD-RUN-03,10.8.4.20,windowsupdate.com,A,13.107.4.50,NOERROR,5
2026-03-10T21:05:55.276Z,HR-WS09,10.31.9.44,outlook.office.com,A,40.97.153.34,NOERROR,4
2026-03-10T21:06:33.737Z,SALES-WS19,10.42.7.86,swcdn.apple.com,A,17.253.144.21,NOERROR,4
2026-03-10T21:06:47.470Z,SALES-WS08,10.42.7.72,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,4
2026-03-10T21:06:50.607Z,MAC-DEV-21,10.88.44.97,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,6
2026-03-10T21:07:48.420Z,MAC-DEV-06,10.88.44.75,crl.microsoft.com,A,23.53.35.17,NOERROR,4
2026-03-10T21:07:57.787Z,SEC-JUMP-01,10.3.8.12,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,7
2026-03-10T21:08:04.494Z,MAC-DEV-21,10.88.44.97,wpad.sales.halcyonmeridian.com,A,-,SERVFAIL,33
2026-03-10T21:08:35.750Z,FIN-WS18,10.24.18.73,api.box.com,A,74.112.186.145,NOERROR,6
2026-03-10T21:09:05.056Z,MAC-OPS-02,10.88.44.53,grafana-stage.corp.halcyonmeridian.com,A,-,SERVFAIL,106
2026-03-10T21:10:11.764Z,MAC-DEV-09,10.88.44.42,cdn.slack.com,A,18.160.10.83,NOERROR,11
2026-03-10T21:10:44.564Z,HR-WS17,10.31.9.76,cdn.slack.com,A,18.160.10.14,NOERROR,6
2026-03-10T21:10:44.742Z,MAC-DEV-04,10.88.44.31,sharepoint.com,A,13.107.137.10,NOERROR,18
2026-03-10T21:11:10.947Z,FIN-WS29,10.24.18.92,s3.us-west-2.amazonaws.com,A,52.92.129.33,NOERROR,18
2026-03-10T21:11:20.463Z,SALES-WS22,10.42.7.97,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,4
2026-03-10T21:11:59.001Z,MAC-DEV-21,10.88.44.97,zoom.us,A,170.114.52.2,NOERROR,3
2026-03-10T21:13:00.044Z,MAC-DEV-04,10.88.44.31,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,2
2026-03-10T21:13:12.573Z,HR-WS11,10.31.9.58,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,13
2026-03-10T21:13:15.157Z,HR-WS11,10.31.9.58,registry-1.docker.io,A,44.208.254.194,NOERROR,10
2026-03-10T21:13:17.014Z,MAC-DEV-12,10.88.44.64,sharepoint.com,A,13.107.136.10,NOERROR,13
2026-03-10T21:13:21.611Z,FIN-WS18,10.24.18.73,docs.google.com,A,142.250.72.110,NOERROR,17
2026-03-10T21:13:28.073Z,RSCH-JUP-04,10.55.72.10,zoom.us,A,170.114.52.3,NOERROR,4
2026-03-10T21:13:52.564Z,MAC-DESIGN-03,10.88.44.86,pypi.org,A,151.101.64.223,NOERROR,5
2026-03-10T21:13:59.559Z,FIN-WS16,10.24.18.104,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,14
2026-03-10T21:14:02.050Z,MAC-DEV-09,10.88.44.42,windowsupdate.com,A,13.107.5.50,NOERROR,7
2026-03-10T21:15:17.296Z,OPS-WS12,10.8.12.68,objects.githubusercontent.com,A,185.199.109.133,NOERROR,30
2026-03-10T21:15:58.621Z,FIN-WS29,10.24.18.92,outlook.office.com,A,40.97.153.18,NOERROR,3
2026-03-10T21:16:38.713Z,MAC-DEV-12,10.88.44.64,console.aws.amazon.com,A,54.239.28.85,NOERROR,25
2026-03-10T21:17:46.726Z,RSCH-JUP-03,10.55.72.9,windowsupdate.com,A,13.107.5.50,NOERROR,4
2026-03-10T21:18:00.786Z,SEC-JUMP-01,10.3.8.12,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,3
2026-03-10T21:18:02.135Z,SALES-WS14,10.42.7.61,objects.githubusercontent.com,A,185.199.109.133,NOERROR,12
2026-03-10T21:18:02.740Z,RSCH-JUP-03,10.55.72.9,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,21
2026-03-10T21:18:30.232Z,MAC-OPS-02,10.88.44.53,drive.google.com,A,142.250.72.46,NOERROR,3
2026-03-10T21:19:52.203Z,MAC-DEV-19,10.88.44.119,docs.google.com,A,142.250.72.78,NOERROR,51
2026-03-10T21:20:30.322Z,MAC-DEV-14,10.88.44.108,login.microsoftonline.com,A,20.190.128.26,NOERROR,45
2026-03-10T21:20:59.417Z,FIN-WS27,10.24.18.61,registry-1.docker.io,A,34.194.164.123,NOERROR,8
2026-03-10T21:20:59.744Z,SALES-WS08,10.42.7.72,files.pythonhosted.org,A,151.101.65.63,NOERROR,5
2026-03-10T21:22:00.500Z,OPS-WS12,10.8.12.68,registry.npmjs.org,A,104.16.25.34,NOERROR,5
2026-03-10T21:22:07.338Z,SALES-WS19,10.42.7.86,raw.githubusercontent.com,A,185.199.108.133,NOERROR,10
2026-03-10T21:22:30.496Z,FIN-WS31,10.24.18.52,api.box.com,A,74.112.186.145,NOERROR,31
2026-03-10T21:22:35.226Z,OPS-WS05,10.8.12.55,accounts.google.com,A,142.250.72.45,NOERROR,32
2026-03-10T21:23:30.190Z,FIN-WS18,10.24.18.73,cdn.slack.com,A,18.160.10.14,NOERROR,16
2026-03-10T21:23:31.987Z,FIN-WS24,10.24.18.116,objects.githubusercontent.com,A,185.199.108.133,NOERROR,2
2026-03-10T21:23:54.006Z,SALES-WS08,10.42.7.72,api.box.com,A,74.112.186.145,NOERROR,12
2026-03-10T21:24:37.401Z,HR-WS11,10.31.9.58,files.pythonhosted.org,A,151.101.1.63,NOERROR,8
2026-03-10T21:24:49.501Z,FIN-WS22,10.24.18.41,console.aws.amazon.com,A,54.239.28.85,NOERROR,19
2026-03-10T21:24:58.057Z,FIN-WS22,10.24.18.41,drive.google.com,A,142.250.72.14,NOERROR,15
2026-03-10T21:25:28.717Z,SALES-WS19,10.42.7.86,brew.sh,A,185.199.108.153,NOERROR,36
2026-03-10T21:27:16.869Z,SALES-WS14,10.42.7.61,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,32
2026-03-10T21:27:50.191Z,MAC-DEV-09,10.88.44.42,registry-1.docker.io,A,34.194.164.123,NOERROR,5
2026-03-10T21:29:06.206Z,OPS-WS05,10.8.12.55,crl.microsoft.com,A,23.53.35.17,NOERROR,4
2026-03-10T21:29:07.250Z,HR-WS09,10.31.9.44,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,19
2026-03-10T21:29:08.401Z,MAC-OPS-02,10.88.44.53,files.pythonhosted.org,A,151.101.1.63,NOERROR,15
2026-03-10T21:29:44.113Z,SALES-WS08,10.42.7.72,outlook.office.com,A,40.97.153.18,NOERROR,4
2026-03-10T21:29:52.826Z,SALES-WS22,10.42.7.97,docs.aws.amazon.com,A,18.160.18.74,NOERROR,5
2026-03-10T21:31:23.429Z,SALES-WS08,10.42.7.72,teams.microsoft.com,A,52.113.194.133,NOERROR,5
2026-03-10T21:31:25.408Z,FIN-WS33,10.24.18.84,drive.google.com,A,142.250.72.46,NOERROR,60
2026-03-10T21:32:02.629Z,OPS-WS12,10.8.12.68,accounts.google.com,A,142.250.72.45,NOERROR,4
2026-03-10T21:32:51.272Z,OPS-WS05,10.8.12.55,api.github.com,A,140.82.113.5,NOERROR,2
2026-03-10T21:33:33.338Z,FIN-WS29,10.24.18.92,vpn-canary.corp.halcyonmeridian.com,A,-,SERVFAIL,44
2026-03-10T21:33:44.995Z,MAC-DEV-14,10.88.44.108,upload.box.com,A,74.112.186.55,NOERROR,19
2026-03-10T21:33:46.201Z,RSCH-JUP-03,10.55.72.9,raw.githubusercontent.com,A,185.199.109.133,NOERROR,4
2026-03-10T21:33:50.178Z,FIN-WS18,10.24.18.73,portal.office.com,A,13.107.9.171,NOERROR,36
2026-03-10T21:35:12.848Z,FIN-WS33,10.24.18.84,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,8
2026-03-10T21:35:17.802Z,SALES-WS19,10.42.7.86,docs.google.com,A,142.250.72.110,NOERROR,8
2026-03-10T21:35:19.879Z,FIN-WS18,10.24.18.73,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,33
2026-03-10T21:35:31.820Z,FIN-WS22,10.24.18.41,objects.githubusercontent.com,A,185.199.109.133,NOERROR,5
2026-03-10T21:36:55.574Z,FIN-WS18,10.24.18.73,cdn.slack.com,A,18.160.10.14,NOERROR,3
2026-03-10T21:37:43.338Z,HR-WS11,10.31.9.58,docs.aws.amazon.com,A,18.160.18.74,NOERROR,11
2026-03-10T21:38:25.543Z,MAC-DEV-17,10.88.44.17,api.statuspage.io,A,104.192.143.25,NOERROR,22
2026-03-10T21:38:29.402Z,MAC-DEV-14,10.88.44.108,raw.githubusercontent.com,A,185.199.108.133,NOERROR,7
2026-03-10T21:38:31.191Z,RSCH-JUP-04,10.55.72.10,atlassian.net,A,104.192.143.18,NOERROR,22
2026-03-10T21:39:18.238Z,MAC-DEV-06,10.88.44.75,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,8
2026-03-10T21:39:19.750Z,SALES-WS08,10.42.7.72,pypi.org,A,151.101.0.223,NOERROR,3
2026-03-10T21:39:24.423Z,HR-WS11,10.31.9.58,objects.githubusercontent.com,A,185.199.108.133,NOERROR,3
2026-03-10T21:39:31.475Z,HR-WS09,10.31.9.44,zoom.us,A,170.114.52.3,NOERROR,10
2026-03-10T21:39:35.970Z,MAC-DESIGN-03,10.88.44.86,swcdn.apple.com,A,17.253.144.21,NOERROR,2
2026-03-10T21:41:39.589Z,RSCH-JUP-03,10.55.72.9,api.statuspage.io,A,104.192.143.25,NOERROR,23
2026-03-10T21:41:52.317Z,MAC-DEV-09,10.88.44.42,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,53
2026-03-10T21:41:53.655Z,SALES-WS08,10.42.7.72,api.statuspage.io,A,104.192.142.25,NOERROR,2
2026-03-10T21:41:56.123Z,BLD-RUN-02,10.8.4.19,upload.box.com,A,74.112.186.55,NOERROR,12
2026-03-10T21:42:03.001Z,HR-WS17,10.31.9.76,zoom.us,A,170.114.52.3,NOERROR,12
2026-03-10T21:42:37.886Z,SALES-WS08,10.42.7.72,brew.sh,A,185.199.108.153,NOERROR,25
2026-03-10T21:43:36.870Z,FIN-WS31,10.24.18.52,build-cache-east.corp.halcyonmeridian.com,A,-,NXDOMAIN,66
2026-03-10T21:43:39.915Z,FIN-WS24,10.24.18.116,registry.npmjs.org,A,104.16.24.34,NOERROR,19
2026-03-10T21:44:05.216Z,MAC-DEV-06,10.88.44.75,wpad.research.halcyonmeridian.com,A,-,SERVFAIL,8
2026-03-10T21:44:06.556Z,RSCH-JUP-03,10.55.72.9,autodiscover-legacy.corp.halcyonmeridian.com,A,-,NXDOMAIN,22
2026-03-10T21:44:13.935Z,MAC-DEV-12,10.88.44.64,api.box.com,A,74.112.186.144,NOERROR,5
2026-03-10T21:44:34.097Z,FIN-WS22,10.24.18.41,docs.aws.amazon.com,A,18.160.18.12,NOERROR,7
2026-03-10T21:44:49.502Z,MAC-DEV-06,10.88.44.75,portal.office.com,A,13.107.6.171,NOERROR,8
2026-03-10T21:46:10.095Z,RSCH-JUP-04,10.55.72.10,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,9
2026-03-10T21:46:16.166Z,MAC-OPS-02,10.88.44.53,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,4
2026-03-10T21:46:37.624Z,BLD-RUN-02,10.8.4.19,login.microsoftonline.com,A,20.190.128.26,NOERROR,10
2026-03-10T21:47:24.281Z,FIN-WS31,10.24.18.52,upload.box.com,A,74.112.186.55,NOERROR,4
2026-03-10T21:48:12.620Z,RSCH-JUP-04,10.55.72.10,api.statuspage.io,A,104.192.142.25,NOERROR,6
2026-03-10T21:48:54.084Z,HR-WS11,10.31.9.58,brew.sh,A,185.199.108.153,NOERROR,2
2026-03-10T21:49:16.229Z,FIN-WS24,10.24.18.116,files.pythonhosted.org,A,151.101.1.63,NOERROR,3
2026-03-10T21:49:30.630Z,OPS-WS05,10.8.12.55,console.aws.amazon.com,A,54.239.28.85,NOERROR,7
2026-03-10T21:49:31.033Z,FIN-WS24,10.24.18.116,pypi.org,A,151.101.0.223,NOERROR,35
2026-03-10T21:51:31.876Z,FIN-WS18,10.24.18.73,teams.microsoft.com,A,52.113.194.132,NOERROR,5
2026-03-10T21:51:38.860Z,SALES-WS19,10.42.7.86,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,3
2026-03-10T21:52:02.040Z,BLD-RUN-03,10.8.4.20,console.aws.amazon.com,A,54.239.28.86,NOERROR,10
2026-03-10T21:52:26.055Z,FIN-WS27,10.24.18.61,docker.io,A,44.208.254.194,NOERROR,8
2026-03-10T21:53:26.764Z,FIN-WS22,10.24.18.41,s3.us-west-2.amazonaws.com,A,52.92.129.33,NOERROR,5
2026-03-10T21:53:29.061Z,FIN-WS16,10.24.18.104,graph.microsoft.com,A,20.190.128.12,NOERROR,3
2026-03-10T21:53:33.001Z,MAC-OPS-02,10.88.44.53,upload.box.com,A,74.112.186.55,NOERROR,8
2026-03-10T21:54:06.902Z,SALES-WS19,10.42.7.86,atlassian.net,A,104.192.142.18,NOERROR,4
2026-03-10T21:55:12.815Z,MAC-DESIGN-03,10.88.44.86,swcdn.apple.com,A,17.253.144.20,NOERROR,32
2026-03-10T21:55:20.615Z,MAC-DEV-12,10.88.44.64,cdn.slack.com,A,18.160.10.83,NOERROR,17
2026-03-10T21:55:41.824Z,RSCH-JUP-04,10.55.72.10,api.zoom.us,A,170.114.10.12,NOERROR,8
2026-03-10T21:55:43.446Z,MAC-DEV-04,10.88.44.31,api.github.com,A,140.82.112.5,NOERROR,10
2026-03-10T21:57:18.968Z,FIN-WS33,10.24.18.84,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,4
2026-03-10T21:57:54.687Z,SALES-WS08,10.42.7.72,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,19
2026-03-10T21:58:21.958Z,MAC-DEV-21,10.88.44.97,pypi.org,A,151.101.64.223,NOERROR,19
2026-03-10T21:58:49.876Z,MAC-DEV-12,10.88.44.64,api.box.com,A,74.112.186.145,NOERROR,10
2026-03-10T21:59:13.240Z,MAC-DESIGN-03,10.88.44.86,sts.us-west-2.amazonaws.com,A,52.94.176.11,NOERROR,22
2026-03-10T21:59:19.765Z,RSCH-JUP-03,10.55.72.9,github.com,A,140.82.112.4,NOERROR,7
2026-03-10T21:59:49.557Z,MAC-DEV-12,10.88.44.64,sharepoint.com,A,13.107.136.10,NOERROR,42
2026-03-10T22:00:19.863Z,FIN-WS27,10.24.18.61,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,3
2026-03-10T22:00:24.510Z,FIN-WS31,10.24.18.52,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,3
2026-03-10T22:01:01.084Z,FIN-WS22,10.24.18.41,teams.microsoft.com,A,52.113.194.133,NOERROR,3
2026-03-10T22:03:32.899Z,FIN-WS27,10.24.18.61,console.aws.amazon.com,A,54.239.28.86,NOERROR,4
2026-03-10T22:03:51.597Z,SALES-WS08,10.42.7.72,atlassian.net,A,104.192.142.18,NOERROR,17
2026-03-10T22:05:54.934Z,RSCH-JUP-04,10.55.72.10,api.statuspage.io,A,104.192.143.25,NOERROR,3
2026-03-10T22:06:41.317Z,MAC-DEV-12,10.88.44.64,printer-west.corp.halcyonmeridian.com,A,-,NXDOMAIN,22
2026-03-10T22:06:57.440Z,HR-WS09,10.31.9.44,cdn.slack.com,A,18.160.10.14,NOERROR,2
2026-03-10T22:07:54.852Z,BLD-RUN-03,10.8.4.20,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,8
2026-03-10T22:10:02.878Z,OPS-WS12,10.8.12.68,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,9
2026-03-10T22:10:08.111Z,SALES-WS19,10.42.7.86,brew.sh,A,185.199.109.153,NOERROR,17
2026-03-10T22:11:05.203Z,SALES-WS19,10.42.7.86,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,2
2026-03-10T22:11:22.606Z,FIN-WS27,10.24.18.61,api.zoom.us,A,170.114.10.12,NOERROR,22
2026-03-10T22:11:27.683Z,SALES-WS14,10.42.7.61,graph.microsoft.com,A,20.190.128.12,NOERROR,5
2026-03-10T22:11:55.411Z,MAC-OPS-02,10.88.44.53,registry-1.docker.io,A,44.208.254.194,NOERROR,15
2026-03-10T22:12:49.055Z,BLD-RUN-02,10.8.4.19,pypi.org,A,151.101.64.223,NOERROR,12
2026-03-10T22:12:51.098Z,HR-WS11,10.31.9.58,raw.githubusercontent.com,A,185.199.109.133,NOERROR,5
2026-03-10T22:13:17.714Z,SALES-WS19,10.42.7.86,atlassian.net,A,104.192.142.18,NOERROR,2
2026-03-10T22:13:37.126Z,MAC-OPS-02,10.88.44.53,graph.microsoft.com,A,20.190.128.11,NOERROR,2
2026-03-10T22:14:26.344Z,BLD-RUN-02,10.8.4.19,cdn.slack.com,A,18.160.10.14,NOERROR,4
2026-03-10T22:14:38.367Z,MAC-DEV-21,10.88.44.97,drive.google.com,A,142.250.72.14,NOERROR,9
2026-03-10T22:14:52.737Z,MAC-DEV-12,10.88.44.64,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,10
